food,Caloric Value,Fat,Saturated Fats,Monounsaturated Fats,Polyunsaturated Fats,Carbohydrates,Sugars,Protein,Dietary Fiber,Cholesterol,Sodium,Water,Vitamin A,Vitamin B1,Vitamin B11,Vitamin B12,Vitamin B2,Vitamin B3,Vitamin B5,Vitamin B6,Vitamin C,Vitamin D,Vitamin E,Vitamin K,Calcium,Copper,Iron,Magnesium,Manganese,Phosphorus,Potassium,Selenium,Zinc,Nutrition Density
amaranth raw,37,0.7,0.1,0.2,0.3,6.5,0.2,1.4,0.7,0.0,0.077,1.1,0.0,0.084,0.065,0.0,0.004,0.073,0.1,0.024,0.4,0.0,0.1,0.0,15.9,0.048,0.8,24.8,0.3,55.7,50.8,0.05,0.3,26.4
wheat shredded,155,1.0,0.2,0.2,0.6,36.2,0.4,5.2,5.5,0.0,0.086,2.8,0.0,0.1,0.002,0.0,0.01,2.4,0.1,0.5,4.6,0.0,0.0,0.041,23.0,0.2,1.4,61.2,1.2,170.2,173.0,0.06,1.4,76.9
peanut granola bar,116,5.7,0.8,1.7,2.9,15.0,8.2,2.4,0.7,0.0,0.006,0.6,0.062,0.006,0.01,0.0,0.008,0.5,0.1,0.023,0.012,0.0,1.3,0.095,9.8,0.02,0.6,13.2,0.3,33.4,69.8,0.061,0.3,34.218
vanilla bluberry bar kind,49,1.4,8.4,2.5,0.7,0.9,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.3
coconut granola bar,150,9.1,6.4,1.4,0.9,15.6,9.7,1.5,1.8,0.0,0.006,1.7,0.0,0.041,0.008,0.053,0.064,0.1,0.0,0.056,0.1,0.0,0.019,0.072,11.9,0.045,0.5,15.8,0.0,43.6,71.9,0.053,0.3,40.5
fruit granola bar,82,0.2,0.034,0.032,0.093,18.6,13.3,1.4,1.8,0.0,0.028,3.3,0.0,0.006,0.007,0.002,0.009,0.034,0.0,0.4,0.4,0.0,0.071,0.099,0.7,0.003,1.0,12.0,0.0,29.3,52.8,0.052,0.3,24.1
granola bar,99,4.2,0.5,0.9,2.5,13.5,6.0,2.1,1.1,0.0,0.084,0.8,0.0,0.059,0.011,0.0,0.061,0.3,0.2,0.003,0.2,0.0,0.4,0.022,12.8,0.081,0.6,20.4,0.4,58.2,70.6,0.027,0.4,34.5
peanut bar,209,13.5,1.9,6.7,4.3,19.0,16.9,6.2,1.6,0.0,0.059,0.6,0.0,0.051,0.042,0.0,0.093,3.2,0.3,0.089,0.0,0.0,1.6,0.0,31.2,0.3,0.4,44.0,0.5,123.2,162.8,0.043,1.6,71.9
milk cereal bar,103,2.7,2.3,0.3,0.01,18.0,11.5,1.6,0.1,1.5,0.087,2.2,0.085,0.2,0.094,0.046,0.2,2.0,0.1,0.2,3.9,0.027,0.1,0.002,102.5,0.028,1.5,5.3,0.055,38.8,63.5,0.041,0.2,130.334
fruit nut squares,55,1.3,0.1,0.2,1.0,10.3,6.4,0.3,0.3,0.0,0.086,1.9,0.0,0.033,0.021,0.0,0.014,0.008,0.099,0.049,0.065,0.0,0.004,0.068,2.4,0.054,0.1,3.5,0.052,7.6,11.5,0.068,0.034,14.762
rice wheat cereal bar,90,2.0,0.0,1.4,0.5,16.0,7.0,2.0,0.4,0.0,0.1,1.7,0.0,0.2,0.013,0.0,0.2,2.0,0.018,0.2,0.0,0.0,0.6,0.058,6.8,0.01,0.6,10.1,0.3,29.9,31.5,0.097,0.4,27.8
rice pilaf cooked,352,8.8,1.8,3.7,3.0,61.1,0.6,7.0,1.4,0.0,1.0,158.2,0.055,0.4,0.0,0.0,0.012,4.4,0.6,0.3,0.0,0.0,0.6,0.0,69.0,0.1,2.0,26.2,0.7,114.2,164.2,0.049,0.9,149.399
wild rice cooked,166,0.6,0.078,0.03,0.3,35.0,1.2,6.5,3.0,0.0,0.008,121.2,0.0,0.044,0.051,0.0,0.1,2.1,0.3,0.2,0.0,0.0,0.4,0.047,4.9,0.2,1.0,52.5,0.5,134.5,165.6,0.016,2.2,51.0
chicken flavored rice raw,601,2.2,0.7,0.6,0.8,127.3,4.0,17.9,2.0,0.0,2.1,13.8,0.0,1.0,0.0,0.0,0.2,8.6,0.9,0.3,0.0,0.0,0.3,0.0,30.2,0.3,4.7,52.1,1.7,211.7,257.0,0.011,2.3,184.3
instant white rice raw,361,0.9,0.1,0.1,0.2,78.2,0.026,7.4,1.8,0.0,0.039,8.0,0.0,0.9,0.3,0.0,0.044,6.7,0.4,0.1,0.0,0.0,0.079,0.095,20.9,0.2,6.0,13.3,0.9,112.1,25.7,0.011,1.4,115.2
rice crisps,107,0.4,0.065,0.017,0.09,24.1,2.3,1.8,0.2,0.0,0.2,1.1,0.2,0.6,0.0,0.0,0.7,7.3,0.006,0.8,12.9,0.0,0.003,0.0,1.4,0.08,2.9,6.7,0.3,26.9,30.2,0.096,0.3,43.9
parboiled white rice raw,692,1.9,0.5,0.5,0.6,149.6,0.6,13.9,3.3,0.0,0.055,18.2,0.0,1.1,0.5,0.0,0.054,9.3,1.2,0.8,0.0,0.0,0.088,0.078,131.4,0.5,6.2,50.0,1.9,283.1,321.9,0.038,1.9,306.3
rice pilaf raw,732,2.8,0.0,0.0,0.0,155.7,3.1,21.3,2.4,0.0,2.7,16.4,0.088,1.2,0.0,0.0,0.2,12.5,1.5,0.8,0.0,0.0,0.066,0.0,169.3,0.3,5.0,65.3,1.8,314.2,383.5,0.037,2.1,356.56
rice cracker cake,111,1.2,0.2,0.4,0.4,23.0,0.2,2.0,1.2,0.0,0.097,1.6,0.0,0.011,0.092,0.0,0.049,2.2,0.0,0.057,0.0,0.0,0.4,0.063,3.1,0.1,0.4,37.1,0.0,101.9,121.1,0.06,0.8,30.9
parboiled white rice cooked,194,0.6,0.1,0.1,0.1,41.2,0.2,4.6,1.4,0.0,0.088,111.2,0.0,0.3,0.1,0.0,0.098,3.6,0.5,0.2,0.0,0.0,0.074,0.0,30.0,0.1,2.9,14.2,0.6,86.9,88.5,0.055,0.6,80.7
brown rice cake,35,0.3,0.062,0.083,0.005,7.3,0.047,0.7,0.4,0.0,0.024,0.5,0.0,0.013,0.025,0.0,0.079,0.7,0.012,0.071,0.0,0.0,0.1,0.096,1.0,0.08,0.1,11.8,0.3,32.4,26.1,0.099,0.3,9.8
glutinous white rice cooked,169,0.3,0.056,0.1,0.1,36.7,0.078,3.5,1.7,0.0,0.027,133.3,0.0,0.01,0.012,0.0,0.025,0.5,0.4,0.033,0.0,0.0,0.031,0.0,3.5,0.017,0.2,8.7,0.5,13.9,17.4,0.072,0.7,45.9
brown rice cooked,218,1.6,0.3,0.6,0.6,45.8,0.7,4.5,3.5,0.0,0.086,142.3,0.0,0.2,0.007,0.0,0.016,2.6,0.6,0.3,0.0,0.0,0.074,0.071,19.5,0.2,1.0,85.8,1.8,150.2,154.1,0.093,1.2,75.9
white rice cooked,205,0.4,0.1,0.1,0.1,44.5,0.015,4.3,0.6,0.0,0.077,108.1,0.0,0.3,0.073,0.0,0.009,2.3,0.6,0.1,0.0,0.0,0.031,0.0,15.8,0.1,1.9,19.0,0.7,67.9,55.3,0.059,0.8,67.5
chicken flavored rice cooked,317,8.0,1.7,3.3,2.7,54.8,1.5,6.2,1.6,0.0,0.9,161.5,0.068,0.3,0.0,0.0,0.018,3.3,0.4,0.1,0.0,0.0,0.6,0.0,16.3,0.1,2.2,23.3,0.7,83.9,135.1,0.088,1.1,89.138
white rice raw,675,1.2,0.3,0.4,0.3,147.9,0.2,13.2,2.4,0.0,0.081,21.5,0.0,1.1,0.4,0.0,0.091,7.8,1.9,0.3,0.0,0.0,0.2,0.08,51.8,0.4,8.0,46.3,2.0,212.8,212.8,0.057,2.0,224.5
american cheese,93,7.9,4.5,2.1,0.3,0.9,0.6,4.5,0.0,25.0,0.4,9.9,0.036,0.064,0.069,0.012,0.068,0.023,0.1,0.06,0.0,0.007,0.2,0.093,261.3,0.034,0.2,6.5,0.086,160.3,33.0,0.014,0.6,274.886
blue cheese,106,8.6,5.6,2.3,0.2,0.7,0.2,6.4,0.0,22.5,0.3,12.7,0.018,0.008,0.03,0.011,0.1,0.3,0.5,0.015,0.0,0.087,0.09,0.047,158.4,0.004,0.063,6.9,0.054,116.1,76.8,0.035,0.8,174.154
nectarine,66,0.5,0.066,0.1,0.2,15.8,11.8,1.6,2.6,0.0,0.0,131.4,0.0,0.0,0.026,0.037,0.0,0.032,1.7,0.3,0.007,8.1,0.0,1.2,0.081,9.0,0.1,0.4,13.5,0.002,39.0,301.5,0.0,20.735
kiwifruit gold,51,0.2,0.008,0.099,0.051,12.8,10.0,0.8,1.1,0.0,0.046,66.8,0.091,0.0,0.051,0.058,0.07,0.2,0.4,0.067,130.7,0.0,1.1,0.074,13.8,0.1,0.2,9.7,0.072,20.3,255.2,0.003,0.077,159.686
prickly pear raw,8,0.072,0.0,0.0,0.0,1.9,0.2,0.001,1.0,0.0,0.065,17.0,0.0,0.058,0.0,0.0,0.038,0.04,0.0,0.078,2.1,0.0,0.0,0.018,34.2,0.051,0.021,13.1,0.1,2.1,24.7,0.023,0.073,39.263
pineapple,45,0.1,0.074,0.001,0.087,11.8,8.9,0.5,1.3,0.0,0.099,77.4,0.0,0.0,0.085,0.033,0.0,0.014,0.5,0.2,0.1,43.0,0.0,0.078,0.061,11.7,0.091,0.3,10.8,0.8,7.2,98.1,0.061,13.97
rowan,253,4.6,0.6,0.0,0.0,54.5,32.1,5.2,14.1,0.0,0.083,162.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,58.8,0.0,0.0,0.0,34.2,2.4,5.0,73.0,0.4,118.6,298.7,0.0,1.0,176.4
tangerine,40,0.2,0.07,0.097,0.05,10.1,8.0,0.6,1.4,0.0,0.056,64.7,0.0,0.068,0.05,0.0,0.024,0.3,0.2,0.096,20.3,0.0,0.2,0.0,28.1,0.001,0.1,9.1,0.057,15.2,126.2,0.008,0.078,60.8
lemon peel,1,0.002,0.057,0.024,0.095,0.3,0.054,0.032,0.2,0.0,0.028,1.6,0.0,0.007,0.025,0.0,0.018,0.046,0.055,0.011,2.6,0.0,0.061,0.0,2.7,0.015,0.032,0.3,0.0,0.2,3.2,0.048,0.036,5.934
banana,134,0.5,0.2,0.096,0.1,34.3,18.3,1.6,3.9,0.0,0.055,112.4,0.0,0.0,0.085,0.045,0.0,0.1,1.0,0.5,0.6,13.1,0.0,0.2,0.035,7.5,0.1,0.4,40.5,0.4,33.0,537.0,0.049,41.084
raspberries,5,0.034,0.005,0.063,0.098,1.2,0.4,0.1,0.7,0.0,0.054,8.6,0.0,0.0,0.067,0.064,0.0,0.074,0.097,0.087,0.068,2.6,0.0,0.025,0.031,2.5,0.034,0.015,2.2,0.017,2.9,15.1,0.028,2.207
apricot,17,0.1,0.03,0.099,0.028,3.9,3.2,0.5,0.7,0.0,0.02,30.2,0.0,0.0,0.017,0.038,0.0,0.012,0.2,0.09,0.026,3.5,0.0,0.3,0.039,4.6,0.012,0.1,3.5,0.056,8.1,90.7,0.031,5.334
kiwifruit green,42,0.4,0.095,0.084,0.2,10.1,6.2,0.8,2.1,0.0,0.096,57.3,0.0,0.0,0.067,0.089,0.0,0.066,0.2,0.1,0.086,64.0,0.0,1.0,0.091,23.5,0.002,0.2,11.7,0.064,23.5,215.3,0.034,13.588
figs,37,0.2,0.068,0.008,0.078,9.6,8.1,0.4,1.5,0.0,0.049,39.6,0.0,0.043,0.046,0.0,0.03,0.2,0.2,0.083,1.0,0.0,0.001,0.027,17.5,0.079,0.2,8.5,0.024,7.0,116.0,0.083,0.06,30.4
clementine,35,0.1,0.0,0.0,0.0,8.9,6.8,0.6,1.3,0.0,0.044,64.1,0.0,0.0,0.052,0.063,0.0,0.06,0.5,0.1,0.018,36.1,0.0,0.1,0.0,22.2,0.093,0.1,7.4,0.035,15.5,131.0,0.0,10.954
orange,86,0.2,0.008,0.099,0.005,21.6,17.2,1.7,4.4,0.0,0.0,159.6,0.0,0.0,0.2,0.08,0.0,0.089,0.5,0.5,0.1,97.9,0.0,0.3,0.0,73.6,0.094,0.2,18.4,0.057,25.8,333.0,0.035,28.073
bartlett pear,112,0.3,0.0,0.0,0.0,26.6,17.2,0.7,5.5,0.0,0.047,148.9,0.0,0.051,0.023,0.0,0.018,0.3,0.04,0.01,7.8,0.0,0.2,0.028,15.9,0.1,0.3,10.6,0.091,19.5,178.8,0.044,0.1,57.1
red white currants,63,0.2,0.043,0.091,0.089,15.5,8.3,1.6,4.8,0.0,0.056,94.0,0.0,0.03,0.016,0.0,0.059,0.1,0.06,0.062,45.9,0.0,0.1,0.093,37.0,0.1,1.1,14.6,0.2,49.3,308.0,0.079,0.3,106.1
blueberries,84,0.5,0.047,0.043,0.2,21.4,14.7,1.1,3.6,0.0,0.015,124.6,0.0,0.0,0.086,0.074,0.0,0.016,0.6,0.2,0.058,14.4,0.0,0.8,0.041,8.9,0.063,0.4,8.9,0.5,17.8,114.0,0.027,26.767
mulberries,6,0.049,0.004,0.016,0.065,1.5,1.2,0.2,0.3,0.0,0.021,13.2,0.0,0.0,0.005,0.092,0.0,0.075,0.013,0.0,0.025,5.5,0.0,0.1,0.074,5.9,0.041,0.3,2.7,0.0,5.7,29.1,0.083,2.163
prune puree,46,0.02,0.038,0.0,0.0,11.7,7.0,0.4,0.6,0.0,0.036,5.4,0.0,0.0,0.053,0.0,0.0,0.0,0.5,0.057,0.0,0.8,0.0,0.0,0.0,5.6,0.0,0.5,0.0,0.0,13.0,153.4,0.0,12.709
applesauce,102,0.2,0.028,0.036,0.09,27.5,22.9,0.4,2.7,0.0,0.031,215.3,0.0,0.0,0.07,0.029,0.0,0.085,0.2,0.1,0.08,2.4,0.0,0.4,0.043,9.8,0.014,0.6,7.3,0.074,12.2,180.6,0.007,30.923
blackberries raw,62,0.7,0.076,0.03,0.4,13.8,7.0,2.0,7.6,0.0,0.05,126.9,0.0,0.03,0.045,0.0,0.054,0.9,0.4,0.037,30.2,0.0,1.7,0.082,41.8,0.2,0.9,28.8,0.9,31.7,233.3,0.008,0.8,97.0
plum,30,0.2,0.062,0.003,0.022,7.5,6.5,0.5,0.9,0.0,0.0,57.6,0.0,0.0,0.077,0.036,0.0,0.021,0.3,0.033,0.038,6.3,0.0,0.2,0.047,4.0,0.056,0.1,4.6,0.016,10.6,103.6,0.0,9.21
american grapes,2,0.087,0.029,0.082,0.074,0.4,0.4,0.035,0.09,0.0,0.056,2.0,0.0,0.06,0.049,0.0,0.025,0.045,0.05,0.061,0.032,0.0,0.027,0.052,0.3,0.094,0.099,0.1,0.1,0.2,4.6,0.03,0.091,0.93
peach,59,0.4,0.034,0.1,0.1,14.3,12.6,1.4,2.3,0.0,0.0,133.3,0.0,0.0,0.035,0.004,0.0,0.06,1.2,0.2,0.075,9.9,0.0,1.1,0.042,9.0,0.1,0.4,13.5,0.03,30.0,285.0,0.069,18.643
yellow plantain fried,399,12.7,3.1,3.9,3.8,68.9,36.8,2.4,5.4,0.0,0.079,82.9,0.0,0.1,0.0,0.0,0.061,1.4,1.0,0.5,0.0,0.0,1.9,0.05,10.1,0.2,1.0,76.1,0.5,72.7,856.8,0.077,0.4,100.5
lemons,17,0.2,0.063,0.046,0.031,5.4,1.5,0.6,1.6,0.0,0.045,51.6,0.0,0.085,0.023,0.0,0.066,0.056,0.1,0.085,30.7,0.0,0.075,0.0,15.1,0.09,0.3,4.6,0.036,9.3,80.0,0.044,0.065,53.9
lime,20,0.1,0.087,0.002,0.095,7.1,1.1,0.5,1.9,0.0,0.082,59.1,0.0,0.067,0.07,0.0,0.034,0.1,0.1,0.055,19.5,0.0,0.1,0.085,22.1,0.052,0.4,4.0,0.013,12.1,68.3,0.076,0.011,51.6
pomegranate,117,1.6,0.2,0.1,0.1,26.4,19.3,2.4,5.6,0.0,0.042,109.9,0.0,0.0,0.008,0.059,0.0,0.004,0.4,0.5,0.1,14.4,0.0,0.8,0.066,14.1,0.2,0.4,16.9,0.2,50.8,332.8,0.09,36.33
asian pear,51,0.3,0.009,0.091,0.091,13.0,8.6,0.6,4.4,0.0,0.0,107.7,0.0,0.1,0.071,0.0,0.073,0.3,0.05,0.079,4.6,0.0,0.1,0.059,4.9,0.067,0.0,9.8,0.01,13.4,147.6,0.015,0.041,27.8
fruit walnut salad mcdonalds,312,13.3,1.8,2.1,8.5,43.8,32.9,4.8,0.0,5.3,0.017,200.5,0.0,0.1,0.061,0.041,0.1,0.3,0.4,0.3,383.6,0.0,0.0,0.0,171.6,0.3,0.9,34.3,0.0,129.4,0.0,0.0,0.7,618.0
grapefruit,53,0.2,0.092,0.048,0.006,13.3,8.6,1.0,2.0,0.0,0.0,110.1,0.0,0.0,0.051,0.01,0.0,0.032,0.3,0.3,0.027,39.0,0.0,0.2,0.0,27.5,0.087,0.1,11.3,0.067,22.5,168.8,0.032,16.592
japanese persimmon,118,0.3,0.089,0.077,0.086,31.2,21.1,1.0,6.0,0.0,0.067,134.9,0.0,0.0,0.063,0.018,0.0,0.027,0.2,0.0,0.2,12.6,0.0,1.2,0.066,13.4,0.2,0.3,15.1,0.6,28.6,270.5,0.024,38.927
wild raspberries,81,0.4,0.0,0.0,0.0,18.0,7.2,1.5,9.8,0.0,0.09,109.8,0.0,0.091,0.023,0.0,0.1,1.3,0.4,0.1,34.3,0.0,0.7,0.071,46.8,0.1,0.8,33.8,0.5,53.3,227.5,0.0,0.6,111.6
maraschino cherries,8,0.083,0.06,0.015,0.033,2.1,1.9,0.06,0.2,0.0,0.072,2.9,0.0,0.0,0.0,0.0,0.0,0.06,0.088,0.017,0.0,0.0,0.069,0.068,2.7,0.089,0.091,0.2,0.063,0.2,1.1,0.018,0.031,5.19
pom potes materne,19,0.2,0.2,4.8,3.8,0.2,0.068,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4
apple,95,0.3,0.043,0.002,0.094,25.1,18.9,0.5,4.4,0.0,0.062,155.7,0.0,0.0,0.094,0.03,0.0,0.084,0.2,0.1,0.03,8.4,0.0,0.3,0.044,10.9,0.086,0.2,9.1,0.01,20.0,194.7,0.0,30.438
cantaloupe melon,60,0.3,0.071,0.079,0.1,14.4,13.9,1.5,1.6,0.0,0.087,159.6,0.0,0.0,0.051,0.013,0.0,0.098,1.3,0.2,0.1,65.0,0.0,0.015,0.028,15.9,0.018,0.4,21.2,0.064,26.6,472.6,0.082,17.939
guava,37,0.5,0.1,0.054,0.2,7.9,4.9,1.4,3.0,0.0,0.056,44.4,0.0,0.0,0.052,0.007,0.0,0.049,0.6,0.2,0.069,125.6,0.0,0.4,0.019,9.9,0.1,0.1,12.1,0.02,22.0,229.4,0.078,12.956
strawberries,4,0.069,0.057,0.06,0.036,0.9,0.6,0.01,0.2,0.0,0.068,10.9,0.0,0.063,0.012,0.0,0.026,0.052,0.097,0.092,7.1,0.0,0.079,0.062,1.9,0.089,0.04,1.6,0.083,2.9,18.4,0.027,0.091,10.261
watermelon,86,0.4,0.026,0.1,0.1,21.6,17.7,1.7,1.1,0.0,0.043,261.5,0.0,0.0,0.089,0.07,0.0,0.037,0.5,0.6,0.1,23.2,0.0,0.1,0.016,20.0,0.1,0.7,28.6,0.1,31.5,320.3,0.089,25.025
kumquat,13,0.2,0.063,0.037,0.042,3.0,1.8,0.4,1.2,0.0,0.018,15.4,0.0,0.0,0.042,0.087,0.0,0.078,0.046,0.077,0.013,8.3,0.0,0.02,0.0,11.8,0.092,0.2,3.8,0.052,3.6,35.3,0.0,4.882
breadfruit,227,0.5,0.1,0.05,0.1,59.7,24.2,2.4,10.8,0.0,0.057,155.4,0.0,0.0,0.2,0.07,0.0,0.031,2.0,1.0,0.2,63.8,0.0,0.2,0.045,37.4,0.2,1.2,55.0,0.1,66.0,1078.0,0.008,73.872
pear,101,0.2,0.019,0.1,0.2,27.1,17.4,0.6,5.5,0.0,0.07,149.4,0.0,0.063,0.005,0.0,0.072,0.3,0.035,0.079,7.7,0.0,0.2,0.022,16.0,0.1,0.3,12.5,0.082,21.4,206.5,0.051,0.2,57.4
sour cherries,52,0.3,0.069,0.023,0.09,12.5,8.7,1.0,1.6,0.0,0.071,88.7,0.0,0.0,0.025,0.026,0.0,0.079,0.4,0.1,0.053,10.3,0.0,0.012,0.02,16.5,0.1,0.3,9.3,0.1,15.5,178.2,0.0,15.607
blackberries frozen,97,0.6,0.017,0.006,0.4,23.7,16.1,1.8,7.6,0.0,0.007,124.1,0.0,0.07,0.001,0.0,0.068,1.8,0.2,0.0,4.7,0.0,1.8,0.1,43.8,0.2,1.2,33.2,1.8,45.3,211.4,0.027,0.4,83.4
cherries,5,0.056,0.053,0.093,0.047,1.3,1.0,0.068,0.2,0.0,0.0,6.6,0.0,0.0,0.071,0.063,0.0,0.011,0.052,0.083,0.079,0.6,0.0,0.005,0.053,1.0,0.026,0.015,0.9,0.004,1.7,17.8,0.0,1.715
plantain fried,16,0.6,0.2,0.2,0.1,2.6,0.2,0.023,0.2,0.0,0.065,1.9,0.0,0.084,0.059,0.0,0.099,0.025,0.081,0.023,0.2,0.0,0.0,0.0,0.2,0.028,0.039,3.1,0.096,2.3,25.5,0.0,0.044,3.85
carambola starfruit,26,0.3,0.077,0.01,0.2,5.7,3.4,0.9,2.4,0.0,0.047,77.7,0.0,0.0,0.044,0.021,0.0,0.049,0.3,0.3,0.039,29.2,0.0,0.1,0.0,2.6,0.1,0.056,8.5,0.034,10.2,113.1,0.045,9.403
white grapefruit,78,0.2,0.072,0.036,0.032,19.8,17.3,1.6,2.6,0.0,0.0,213.5,0.0,0.031,0.098,0.0,0.045,0.6,0.7,0.1,78.6,0.0,0.3,0.0,28.3,0.1,0.1,21.2,0.047,18.9,349.3,0.013,0.2,131.2
cherimoya,176,1.6,0.5,0.1,0.4,41.6,30.2,3.7,7.1,0.0,0.061,186.6,0.0,0.0,0.2,0.034,0.0,0.3,1.5,0.8,0.6,29.6,0.0,0.6,0.0,23.5,0.2,0.6,40.0,0.2,61.1,674.5,0.0,54.8
golden delicious apple,62,0.2,0.0,0.0,0.0,14.8,10.9,0.3,2.6,0.0,0.034,93.5,0.0,0.0,0.094,0.061,0.0,0.017,0.1,0.063,0.038,0.0,0.0,0.2,0.043,6.5,0.035,0.1,5.5,0.05,10.9,109.0,0.0,18.014
cranberries,21,0.014,0.089,0.011,0.096,5.4,1.9,0.2,1.6,0.0,0.03,39.2,0.0,0.0,0.081,0.035,0.0,0.023,0.093,0.1,0.098,6.3,0.0,0.5,0.063,3.6,0.033,0.1,2.7,0.2,5.0,36.0,0.049,7.473
chayote raw,25,0.2,0.027,0.053,0.021,6.0,2.2,1.1,2.2,0.0,0.094,124.4,0.0,0.0,0.065,0.1,0.0,0.041,0.6,0.3,0.1,10.2,0.0,0.2,0.046,22.4,0.2,0.4,15.8,0.2,23.8,165.0,0.047,9.855
mango,202,1.3,0.3,0.5,0.2,50.3,45.9,2.8,5.4,0.0,0.027,280.4,0.0,0.0,0.034,0.1,0.0,0.1,2.2,0.7,0.4,122.3,0.0,3.0,0.019,37.0,0.4,0.5,33.6,0.2,47.0,564.5,0.08,60.641
grapes,3,0.044,0.041,0.012,0.008,0.9,0.8,0.045,0.087,0.0,0.009,3.9,0.0,0.071,0.091,0.0,0.009,0.045,0.006,0.033,0.2,0.0,0.089,0.042,0.5,0.055,0.012,0.3,0.037,1.0,9.4,0.059,0.011,1.83
figs canned,14,0.039,0.066,0.066,0.045,3.8,3.2,0.1,0.6,0.0,0.049,23.0,0.0,0.008,0.036,0.0,0.093,0.1,0.044,0.094,0.3,0.0,0.092,0.041,7.6,0.003,0.069,2.7,0.095,2.7,27.8,0.093,0.014,12.491
pineapples canned,28,0.05,0.079,0.039,0.078,7.4,6.8,0.2,0.4,0.0,0.06,39.2,0.0,0.066,0.041,0.0,0.03,0.1,0.087,0.068,4.5,0.0,0.048,0.016,6.6,0.026,0.1,6.6,0.5,2.8,57.3,0.047,0.092,19.255
prune plums canned,27,0.075,0.006,0.035,0.096,7.0,6.5,0.2,0.4,0.0,0.055,38.6,0.0,0.082,0.034,0.0,0.068,0.2,0.01,0.056,1.3,0.0,0.065,0.093,4.6,0.06,0.2,3.7,0.025,6.9,70.8,0.0,0.06,13.728
tangerines canned,92,0.1,0.087,0.086,0.04,23.8,22.1,1.5,1.7,0.0,0.022,222.9,0.0,0.2,0.053,0.0,0.038,1.1,0.3,0.1,85.2,0.0,0.2,0.0,27.4,0.085,0.7,27.4,0.044,24.9,331.2,0.058,1.3,140.389
fruit cocktail canned,109,0.053,0.03,0.04,0.042,28.1,25.7,1.1,2.4,0.0,0.059,207.2,0.0,0.023,0.003,0.0,0.056,1.0,0.1,0.1,6.4,0.0,0.9,0.021,19.0,0.1,0.5,16.6,0.3,33.2,225.2,0.075,0.2,57.508
apricot juice,117,0.07,0.008,0.048,0.065,30.1,26.2,1.5,3.9,0.0,0.024,211.4,0.0,0.0,0.048,0.043,0.0,0.025,0.8,0.2,0.1,12.0,0.0,1.5,0.053,29.3,0.1,0.7,24.4,0.1,48.8,402.6,0.028,35.804
strawberries canned,234,0.7,0.064,0.03,0.3,59.8,55.4,1.4,4.3,0.0,0.024,191.4,0.0,0.024,0.008,0.0,0.051,0.1,0.5,0.1,80.5,0.0,0.5,0.091,33.0,0.2,1.2,20.3,0.5,30.5,218.4,0.007,0.2,180.9
peach canned,110,0.094,0.03,0.026,0.067,28.9,25.7,1.6,3.3,0.0,0.006,218.7,0.0,0.004,0.026,0.0,0.034,1.5,0.1,0.071,9.0,0.0,1.2,0.088,15.0,0.1,0.7,17.5,0.1,42.5,320.0,0.04,0.3,58.587
grapefruit canned,88,0.2,0.09,0.011,0.066,22.3,21.4,1.4,1.0,0.0,0.091,219.2,0.0,0.061,0.094,0.0,0.092,0.6,0.3,0.08,53.2,0.0,0.2,0.0,36.6,0.2,1.0,24.4,0.056,24.4,322.1,0.049,0.2,115.7
pear canned,38,0.001,0.099,0.049,0.034,9.8,7.4,0.3,1.2,0.0,0.088,65.7,0.0,0.096,0.08,0.0,0.048,0.2,0.085,0.042,1.2,0.0,0.078,0.034,6.8,0.012,0.2,5.3,0.064,9.1,73.0,0.0,0.077,19.566
raspberries canned,233,0.3,0.081,0.012,0.2,59.8,51.4,2.1,8.4,0.0,0.013,192.8,0.0,0.094,0.074,0.0,0.07,1.1,0.6,0.1,22.3,0.0,1.5,0.074,28.2,0.1,1.1,30.7,0.6,23.0,240.6,0.092,0.4,122.2
papaya canned,80,0.2,0.1,0.006,0.026,21.8,20.4,0.001,0.6,0.0,0.075,16.9,0.0,0.038,0.0,0.0,0.084,0.014,0.003,0.006,1.4,0.0,0.0,0.038,8.2,0.008,0.1,2.3,0.082,2.3,26.1,0.031,0.002,32.371
grapes canned,98,0.3,0.034,0.072,0.006,25.2,23.8,1.2,1.5,0.0,0.022,217.7,0.0,0.089,0.065,0.0,0.006,0.3,0.1,0.2,2.5,0.0,0.3,0.069,24.5,0.1,2.4,14.7,0.077,44.1,262.2,0.028,0.1,57.6
apple dried,145,0.2,0.088,0.022,0.041,39.1,34.0,0.6,5.1,0.0,0.024,214.5,0.0,0.093,0.0,0.0,0.013,0.3,0.1,0.1,2.6,0.0,0.3,0.036,7.7,0.1,0.8,10.2,0.051,23.0,267.8,0.076,0.1,56.1
